site_id,site_number,name,habitat_type,plant_id,cage,water,taxon_id,taxon_name,order,suborder,superfamily,family,subfamily,genus,species,guild,comment,dry_mass,indiv_count,sum_biomass
EX,3,Excelencia School,Urban,20,0,MEDIUM,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
EX,3,Excelencia School,Urban,24,1,HIGH,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
EX,3,Excelencia School,Urban,27,0,HIGH,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
EX,3,Excelencia School,Urban,35,0,HIGH,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
EX,3,Excelencia School,Urban,47,1,LOW,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
EX,3,Excelencia School,Urban,10,1,LOW,47,Cicadellidae #3,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Alconeura,na,H,na,6.85177,2,13.7
EX,3,Excelencia School,Urban,17,1,MEDIUM,47,Cicadellidae #3,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Alconeura,na,H,na,6.85177,1,6.85
EX,3,Excelencia School,Urban,22,1,MEDIUM,47,Cicadellidae #3,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Alconeura,na,H,na,6.85177,1,6.85
EX,3,Excelencia School,Urban,43,0,LOW,53,Cicadellidae #9,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Homalodisca,Homalodisca lacerata,H,na,242.96074,1,242.96
EX,3,Excelencia School,Urban,10,1,LOW,55,Cicadellidae #9 I,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Homalodisca,Homalodisca lacerata,H,immature,46.42603,1,46.42
EX,3,Excelencia School,Urban,41,0,HIGH,79,Curculionidae #1,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,na,na,na,H,na,45.16386,1,45.16
EX,3,Excelencia School,Urban,26,0,MEDIUM,83,Delphacidae #1,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,Stobaera,na,H,na,75.13398,1,75.13
EX,3,Excelencia School,Urban,7,1,MEDIUM,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,2,104.1
EX,3,Excelencia School,Urban,10,1,LOW,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
EX,3,Excelencia School,Urban,26,0,MEDIUM,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
EX,3,Excelencia School,Urban,27,0,HIGH,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,2,104.1
EX,3,Excelencia School,Urban,28,1,MEDIUM,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
EX,3,Excelencia School,Urban,33,0,MEDIUM,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
EX,3,Excelencia School,Urban,40,0,LOW,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,2,104.1
EX,3,Excelencia School,Urban,46,0,MEDIUM,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
EX,3,Excelencia School,Urban,56,1,MEDIUM,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
EX,3,Excelencia School,Urban,28,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
EX,3,Excelencia School,Urban,1,0,MEDIUM,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
EX,3,Excelencia School,Urban,11,0,HIGH,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
EX,3,Excelencia School,Urban,27,0,HIGH,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
EX,3,Excelencia School,Urban,32,0,HIGH,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
EX,3,Excelencia School,Urban,39,1,MEDIUM,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
EX,3,Excelencia School,Urban,46,0,MEDIUM,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
EX,3,Excelencia School,Urban,16,1,HIGH,140,Miridae #4,Hemiptera,Heteroptera,na,Miridae,Orthotylinae,Ceratocapsus,na,H,na,8.48889,1,8.48
EX,3,Excelencia School,Urban,15,1,MEDIUM,158,Oxyopidae #1,Araneae,na,Lycosoidea,Oxyopidae,na,Oxyopes,na,C,na,17.34736,1,17.34
EX,3,Excelencia School,Urban,32,0,HIGH,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,na,H,na,108.56303,1,108.56
EX,3,Excelencia School,Urban,42,1,LOW,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,na,H,na,108.56303,1,108.56
EX,3,Excelencia School,Urban,11,0,HIGH,194,Sciaridae #2,Diptera,Nematocera,Sciaroidea,Sciaridae,na,Corynoptera,na,F,na,8.32627,1,8.32
EX,3,Excelencia School,Urban,55,1,LOW,194,Sciaridae #2,Diptera,Nematocera,Sciaroidea,Sciaridae,na,Corynoptera,na,F,na,8.32627,1,8.32
EX,3,Excelencia School,Urban,29,1,HIGH,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,na,C,na,30.06868,1,30.06
EX,3,Excelencia School,Urban,29,1,HIGH,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,2,122.74
EX,3,Excelencia School,Urban,33,0,MEDIUM,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
EX,3,Excelencia School,Urban,40,0,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
EX,3,Excelencia School,Urban,2,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,3,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,4,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,5,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,6,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,8,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,9,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,13,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,14,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,18,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,19,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,21,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,23,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,25,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,30,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,31,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,34,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,36,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,37,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,38,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,44,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,45,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,48,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,49,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,50,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,51,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,53,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,54,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,57,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,58,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,59,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
EX,3,Excelencia School,Urban,60,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,28,1,LOW,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
WT,9,White Tank Mountain Regional Park,Desert,50,1,MEDIUM,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
WT,9,White Tank Mountain Regional Park,Desert,7,1,HIGH,14,Araneidae #2,Araneae,Araneomorphae,Araneoidea,Araneidae,na,Metepeira,na,C,na,77.70989,1,77.7
WT,9,White Tank Mountain Regional Park,Desert,44,0,MEDIUM,14,Araneidae #2,Araneae,Araneomorphae,Araneoidea,Araneidae,na,Metepeira,na,C,na,77.70989,1,77.7
WT,9,White Tank Mountain Regional Park,Desert,46,0,LOW,14,Araneidae #2,Araneae,Araneomorphae,Araneoidea,Araneidae,na,Metepeira,na,C,na,77.70989,1,77.7
WT,9,White Tank Mountain Regional Park,Desert,49,0,HIGH,17,Bethylidae,Hymenoptera,na,Chrysidoidea,Bethylidae,na,na,na,P,na,16.67081,1,16.67
WT,9,White Tank Mountain Regional Park,Desert,11,1,LOW,83,Delphacidae #1,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,Stobaera,na,H,na,75.13398,1,75.13
WT,9,White Tank Mountain Regional Park,Desert,18,0,MEDIUM,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
WT,9,White Tank Mountain Regional Park,Desert,30,1,LOW,158,Oxyopidae #1,Araneae,na,Lycosoidea,Oxyopidae,na,Oxyopes,na,C,na,17.34736,1,17.34
WT,9,White Tank Mountain Regional Park,Desert,53,0,HIGH,167,Psyllidae,Hemiptera,Sternorrhyncha,Psylloidea,Psyllidae,na,na,na,H,na,3.80926,1,3.8
WT,9,White Tank Mountain Regional Park,Desert,55,1,HIGH,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,na,P,na,6.93754,1,6.93
WT,9,White Tank Mountain Regional Park,Desert,45,1,LOW,185,Salticidae,Araneae,na,Salticoidea,Salticidae,na,na,na,C,na,6.56981,1,6.56
WT,9,White Tank Mountain Regional Park,Desert,5,1,HIGH,188,Salticidae #3,Araneae,na,Salticoidea,Salticidae,na,Metaphidippus,na,C,na,31.03702,1,31.03
WT,9,White Tank Mountain Regional Park,Desert,14,1,LOW,226,Trixoscelididae #1,Diptera,Brachycera,Sphaeroceroidea,Heleomyzidae,Trixoscelidinae,Trixoscelis,na,D,na,33.0046,1,33
WT,9,White Tank Mountain Regional Park,Desert,2,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,3,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,4,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,6,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,9,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,10,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,12,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,13,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,15,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,16,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,17,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,19,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,21,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,22,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,23,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,24,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,25,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,26,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,27,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,29,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,31,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,32,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,33,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,34,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,35,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,36,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,37,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,38,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,39,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,40,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,41,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,42,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,43,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,47,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,48,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,51,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,52,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,54,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,56,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,57,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,58,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,59,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,60,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
WT,9,White Tank Mountain Regional Park,Desert,1,1,LOW,236,Ephydridae #1,Diptera,Brachycera,Ephydroidea,Ephydridae,na,Philygria,na,O,na,8.76755,1,8.76
WT,9,White Tank Mountain Regional Park,Desert,8,1,HIGH,236,Ephydridae #1,Diptera,Brachycera,Ephydroidea,Ephydridae,na,Philygria,na,O,na,8.76755,1,8.76
WT,9,White Tank Mountain Regional Park,Desert,20,1,MEDIUM,236,Ephydridae #1,Diptera,Brachycera,Ephydroidea,Ephydridae,na,Philygria,na,O,na,8.76755,2,17.53
ES,8,Estrella Mountain Regional Park,Desert,22,0,LOW,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
ES,8,Estrella Mountain Regional Park,Desert,59,0,LOW,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
ES,8,Estrella Mountain Regional Park,Desert,18,1,HIGH,83,Delphacidae #1,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,Stobaera,na,H,na,75.13398,1,75.13
ES,8,Estrella Mountain Regional Park,Desert,28,1,MEDIUM,83,Delphacidae #1,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,Stobaera,na,H,na,75.13398,1,75.13
ES,8,Estrella Mountain Regional Park,Desert,34,1,HIGH,101,Formicidae #7,Hymenoptera,Apocrita,Vespoidea,Formicidae,na,Dorymyrmex,Dorymyrmex insanus ,O,na,8.13405,1,8.13
ES,8,Estrella Mountain Regional Park,Desert,22,0,LOW,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
ES,8,Estrella Mountain Regional Park,Desert,35,0,MEDIUM,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,na,H,immature,52.05458,1,52.05
ES,8,Estrella Mountain Regional Park,Desert,31,0,LOW,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
ES,8,Estrella Mountain Regional Park,Desert,39,1,LOW,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,na,H,na,108.56303,1,108.56
ES,8,Estrella Mountain Regional Park,Desert,31,0,LOW,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,na,C,na,30.06868,1,30.06
ES,8,Estrella Mountain Regional Park,Desert,49,0,MEDIUM,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,na,C,na,30.06868,1,30.06
ES,8,Estrella Mountain Regional Park,Desert,5,0,LOW,221,Tingidae #1 I,Hemiptera,Heteroptera,na,Tingidae,na,na,na,H,immature,5.35212,1,5.35
ES,8,Estrella Mountain Regional Park,Desert,6,0,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,2,122.74
ES,8,Estrella Mountain Regional Park,Desert,9,1,HIGH,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,2,122.74
ES,8,Estrella Mountain Regional Park,Desert,26,1,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
ES,8,Estrella Mountain Regional Park,Desert,27,1,MEDIUM,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
ES,8,Estrella Mountain Regional Park,Desert,41,1,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
ES,8,Estrella Mountain Regional Park,Desert,1,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,2,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,3,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,4,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,7,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,8,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,10,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,11,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,12,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,13,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,14,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,15,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,16,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,17,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,19,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,20,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,21,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,23,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,24,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,25,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,29,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,30,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,32,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,33,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,36,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,37,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,38,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,40,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,42,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,43,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,44,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,45,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,46,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,47,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,48,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,50,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,51,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,52,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,53,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,54,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,55,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,56,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,57,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,58,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
ES,8,Estrella Mountain Regional Park,Desert,60,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,5,1,LOW,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
SG,1,Stan's Compound Garden,Urban,31,0,LOW,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
SG,1,Stan's Compound Garden,Urban,42,1,LOW,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
SG,1,Stan's Compound Garden,Urban,43,0,MEDIUM,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
SG,1,Stan's Compound Garden,Urban,45,1,MEDIUM,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
SG,1,Stan's Compound Garden,Urban,50,1,HIGH,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,2,15.27
