site_id,site_number,name,habitat_type,plant_id,treatment_id,cage,water,month,month_number,taxon_id,taxon_name,order,suborder,super_family,family,subfamily,genus,guild,comment,dry_mass,indiv_count
SM,5,South Mountain,Remnant,49,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,50,O,0,LOW,January,2,84,Dictynidae,Araneae,Araneomorphae,Dictynoidea,Dictynidae,na,Dictyna,p,na,20.41618,1
SM,5,South Mountain,Remnant,51,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,52,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,53,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,54,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,55,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,56,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,57,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,58,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,59,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
SM,5,South Mountain,Remnant,60,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,1,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,2,B,1,MEDIUM,January,2,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,h,immature,52.05458,1
WT,9,White Tank Mountain Regional Park,Desert,3,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,4,B,1,MEDIUM,January,2,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,h,na,7.63888,3
WT,9,White Tank Mountain Regional Park,Desert,5,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,6,P,0,HIGH,January,2,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,h,immature,52.05458,1
WT,9,White Tank Mountain Regional Park,Desert,7,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,8,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,9,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,10,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,11,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,12,P,0,HIGH,January,2,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,h,na,8.44514,1
WT,9,White Tank Mountain Regional Park,Desert,12,P,0,HIGH,January,2,84,Dictynidae,Araneae,Araneomorphae,Dictynoidea,Dictynidae,na,Dictyna,p,na,20.41618,1
WT,9,White Tank Mountain Regional Park,Desert,13,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,14,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,15,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,16,O,0,LOW,January,2,43,Chrysopidae #1,Neuroptera,Hemerobiiformia,Osmyloidea,Chrysopidae,na,Chrysoperla,p,na,189.79307,1
WT,9,White Tank Mountain Regional Park,Desert,17,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,18,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,19,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,20,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,21,G,0,MEDIUM,January,2,43,Chrysopidae #1,Neuroptera,Hemerobiiformia,Osmyloidea,Chrysopidae,na,Chrysoperla,p,na,189.79307,1
WT,9,White Tank Mountain Regional Park,Desert,22,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,23,O,0,LOW,January,2,188,Salticidae #3,Araneae,na,Salticoidea,Salticidae,na,Metaphidippus,p,na,31.03702,1
WT,9,White Tank Mountain Regional Park,Desert,24,P,0,HIGH,January,2,43,Chrysopidae #1,Neuroptera,Hemerobiiformia,Osmyloidea,Chrysopidae,na,Chrysoperla,p,na,189.79307,1
WT,9,White Tank Mountain Regional Park,Desert,25,O,0,LOW,January,2,43,Chrysopidae #1,Neuroptera,Hemerobiiformia,Osmyloidea,Chrysopidae,na,Chrysoperla,p,na,189.79307,1
WT,9,White Tank Mountain Regional Park,Desert,26,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,27,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,28,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,29,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,30,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,31,O,0,LOW,January,2,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,p,na,30.06868,1
WT,9,White Tank Mountain Regional Park,Desert,32,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,33,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,34,O,0,LOW,January,2,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,h,na,8.44514,1
WT,9,White Tank Mountain Regional Park,Desert,34,O,0,LOW,January,2,83,Delphacidae #1,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,Stobaera,h,na,75.13398,1
WT,9,White Tank Mountain Regional Park,Desert,35,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,36,R,1,LOW,January,2,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,h,immature,52.05458,1
WT,9,White Tank Mountain Regional Park,Desert,37,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,38,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,39,R,1,LOW,January,2,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,h,immature,52.05458,1
WT,9,White Tank Mountain Regional Park,Desert,40,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,41,O,0,LOW,January,2,17,Bethylidae,Hymenoptera,na,Chrysidoidea,Bethylidae,na,na,para,na,16.67081,1
WT,9,White Tank Mountain Regional Park,Desert,42,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,43,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,44,G,0,MEDIUM,January,2,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,para,na,6.93754,1
WT,9,White Tank Mountain Regional Park,Desert,44,G,0,MEDIUM,January,2,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,h,na,108.56303,1
WT,9,White Tank Mountain Regional Park,Desert,45,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,46,O,0,LOW,January,2,25,Ceratopogonidae,Diptera,Nematocera,Chironomoidea,Ceratopogonidae,na,na,para,na,2.1231,1
WT,9,White Tank Mountain Regional Park,Desert,47,G,0,MEDIUM,January,2,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,p,na,30.06868,1
WT,9,White Tank Mountain Regional Park,Desert,48,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,49,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,50,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,51,P,0,HIGH,January,2,219,Thripidae,Thysanoptera,Terebrantia,na,Thripidae,na,na,h,na,1.11161,1
WT,9,White Tank Mountain Regional Park,Desert,52,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,53,P,0,HIGH,January,2,118,Lepidoptera I,Lepidoptera,na,na,na,na,na,h,immature,52.05458,1
WT,9,White Tank Mountain Regional Park,Desert,54,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,55,Y,1,HIGH,January,2,84,Dictynidae,Araneae,Araneomorphae,Dictynoidea,Dictynidae,na,Dictyna,p,na,20.41618,1
WT,9,White Tank Mountain Regional Park,Desert,56,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,57,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,58,B,1,MEDIUM,January,2,58,Cicadellidae #14,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Stragania ,h,na,19.12556,1
WT,9,White Tank Mountain Regional Park,Desert,59,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
WT,9,White Tank Mountain Regional Park,Desert,60,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,1,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,1,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,2,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,2,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,3,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,3,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,4,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,4,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,5,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,5,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,6,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,6,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,7,O,0,LOW,January,2,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
DB,4,Desert Botanical Garden,Remnant,7,O,0,LOW,January,2,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
DB,4,Desert Botanical Garden,Remnant,7,O,0,LOW,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,7,O,0,LOW,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,8,R,1,LOW,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,8,R,1,LOW,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,9,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,9,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,10,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,10,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,11,Y,1,HIGH,January,2,13,Araneidae,Araneae,Araneomorphae,Araneoidea,Araneidae,na,na,p,na,3.80838,1
DB,4,Desert Botanical Garden,Remnant,11,Y,1,HIGH,January,2,13,Araneidae,Araneae,Araneomorphae,Araneoidea,Araneidae,na,na,p,na,3.80838,1
DB,4,Desert Botanical Garden,Remnant,12,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,12,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,13,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,13,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,14,P,0,HIGH,January,2,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
DB,4,Desert Botanical Garden,Remnant,14,P,0,HIGH,January,2,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
DB,4,Desert Botanical Garden,Remnant,14,P,0,HIGH,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,14,P,0,HIGH,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,15,B,1,MEDIUM,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,3
DB,4,Desert Botanical Garden,Remnant,15,B,1,MEDIUM,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,3
DB,4,Desert Botanical Garden,Remnant,16,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,16,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,17,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,17,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,18,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,18,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,19,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,19,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,20,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,20,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,21,G,0,MEDIUM,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,21,G,0,MEDIUM,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,22,P,0,HIGH,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,22,P,0,HIGH,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,23,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,23,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,24,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,24,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,25,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,25,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,26,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,26,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,27,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,27,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,28,O,0,LOW,January,2,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,2
DB,4,Desert Botanical Garden,Remnant,28,O,0,LOW,January,2,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,2
DB,4,Desert Botanical Garden,Remnant,29,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,29,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,30,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,30,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,31,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,31,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,32,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,32,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,33,B,1,MEDIUM,January,2,264,Tetragnathidae,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,na,na,p,na,9.14709,1
DB,4,Desert Botanical Garden,Remnant,33,B,1,MEDIUM,January,2,264,Tetragnathidae,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,na,na,p,na,9.14709,1
DB,4,Desert Botanical Garden,Remnant,34,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,34,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,35,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,35,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,36,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,36,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,37,Y,1,HIGH,January,2,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,2
DB,4,Desert Botanical Garden,Remnant,37,Y,1,HIGH,January,2,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,2
DB,4,Desert Botanical Garden,Remnant,38,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,38,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,39,P,0,HIGH,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,39,P,0,HIGH,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,40,R,1,LOW,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,40,R,1,LOW,January,2,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,41,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,41,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,42,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,42,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,43,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,43,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,44,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,44,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,45,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,45,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,46,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,46,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,47,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,47,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,48,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,48,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,49,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,49,B,1,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,50,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,50,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,51,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,51,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,52,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,52,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,53,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,53,O,0,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,54,O,0,LOW,January,2,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,h,na,108.56303,1
DB,4,Desert Botanical Garden,Remnant,54,O,0,LOW,January,2,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,h,na,108.56303,1
DB,4,Desert Botanical Garden,Remnant,54,O,0,LOW,January,2,185,Salticidae,Araneae,na,Salticoidea,Salticidae,na,na,p,na,6.56981,1
DB,4,Desert Botanical Garden,Remnant,54,O,0,LOW,January,2,185,Salticidae,Araneae,na,Salticoidea,Salticidae,na,na,p,na,6.56981,1
DB,4,Desert Botanical Garden,Remnant,55,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,55,P,0,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,56,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,56,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,57,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,57,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,58,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,58,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,59,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,59,Y,1,HIGH,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,60,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,60,G,0,MEDIUM,January,2,227,None,na,na,na,na,na,na,na,na,na,0
ME,10,Meyer Elementary,Urban,1,R,1,LOW,January,2,227,None,na,na,na,na,na,na,na,na,na,0
