site_id,site_number,name,habitat_type,plant_id,treatment_id,plant_tag,height,D1,D2,D3,D4,plant_dry_mass,month,field_personnel
DB,4,Desert Botanical Garden,Remnant,12,G,DB12G,32,31,33,26,35,59.33,May,EM
DB,4,Desert Botanical Garden,Remnant,13,R,DB13R,35,30,32,31,27,62.35,May,EM
DB,4,Desert Botanical Garden,Remnant,14,P,DB14P,45,33,13,21,30,64.84,May,EM
DB,4,Desert Botanical Garden,Remnant,15,B,DB15B,30,26,24,34,28,49.69,May,EM
DB,4,Desert Botanical Garden,Remnant,16,R,DB16R,31,29,26,25,25,48.11,May,EM
DB,4,Desert Botanical Garden,Remnant,17,R,DB17R,22,25,27,31,21,33.62,May,EM
DB,4,Desert Botanical Garden,Remnant,18,P,DB18P,44,21,22,17,21,52.76,May,EM
DB,4,Desert Botanical Garden,Remnant,19,B,DB19B,31,28,29,32,28,53.71,May,EM
DB,4,Desert Botanical Garden,Remnant,20,O,DB20O,35,24,21,31,19,49.16,May,EM
DB,4,Desert Botanical Garden,Remnant,21,G,DB21G,33,32,25,26,28,54.25,May,EM
DB,4,Desert Botanical Garden,Remnant,22,P,DB22P,35,29,24,28,21,52.85,May,EM
DB,4,Desert Botanical Garden,Remnant,23,G,DB23G,36,20,22,11,22,39.78,May,EM
DB,4,Desert Botanical Garden,Remnant,24,Y,DB24Y,34,12,20,16,17,32.45,May,EM
DB,4,Desert Botanical Garden,Remnant,25,Y,DB25Y,15,12,11,10,8,8.83,May,EM
DB,4,Desert Botanical Garden,Remnant,26,B,DB26B,31,25,28,25,33,50.91,May,EM
DB,4,Desert Botanical Garden,Remnant,27,R,DB27R,51,21,28,24,28,76.73,May,EM
DB,4,Desert Botanical Garden,Remnant,28,O,DB28O,35,30,24,33,36,63.94,May,EM
DB,4,Desert Botanical Garden,Remnant,29,O,DB29O,33,27,26,30,25,52.76,May,EM
DB,4,Desert Botanical Garden,Remnant,30,P,DB30P,29,28,33,26,27,48.88,May,EM
DB,4,Desert Botanical Garden,Remnant,31,B,DB31B,38,23,32,26,23,58.61,May,EM
DB,4,Desert Botanical Garden,Remnant,32,P,DB32P,45,38,37,42,27,96.91,May,EM
DB,4,Desert Botanical Garden,Remnant,33,B,DB33B,37,28,21,27,20,52.58,May,EM
DB,4,Desert Botanical Garden,Remnant,34,O,DB34O,32,33,28,32,32,59.33,May,EM
DB,4,Desert Botanical Garden,Remnant,35,O,DB35O,26,22,21,22,21,32.84,May,EM
DB,4,Desert Botanical Garden,Remnant,36,B,DB36B,45,24,31,30,16,67.56,May,EM
DB,4,Desert Botanical Garden,Remnant,37,Y,DB37Y,41,32,33,38,32,82.55,May,EM
DB,4,Desert Botanical Garden,Remnant,38,Y,DB38Y,23,15,17,15,12,19.76,May,EM
DB,4,Desert Botanical Garden,Remnant,39,P,DB39P,28,31,24,24,29,44.64,May,EM
DB,4,Desert Botanical Garden,Remnant,40,R,DB40R,27,25,12,13,17,26.47,May,EM
DB,4,Desert Botanical Garden,Remnant,41,B,DB41B,16,15,11,12,11,11.31,May,EM
DB,4,Desert Botanical Garden,Remnant,42,P,DB42P,34,26,24,25,17,46.2,May,EM
DB,4,Desert Botanical Garden,Remnant,43,O,DB43O,34,20,28,31,25,52.34,May,EM
DB,4,Desert Botanical Garden,Remnant,44,R,DB44R,40,25,23,20,38,62.95,May,EM
DB,4,Desert Botanical Garden,Remnant,45,P,DB45P,23,25,21,20,22,29.68,May,EM
DB,4,Desert Botanical Garden,Remnant,46,G,DB46G,32,24,28,28,26,50.17,May,EM
DB,4,Desert Botanical Garden,Remnant,47,Y,DB47Y,34,26,32,33,25,58.49,May,EM
DB,4,Desert Botanical Garden,Remnant,48,R,DB48R,29,28,12,32,14,36.7,May,EM
DB,4,Desert Botanical Garden,Remnant,49,B,DB49B,37,24,26,23,22,52.02,May,EM
DB,4,Desert Botanical Garden,Remnant,50,P,DB50P,26,35,31,35,26,48.82,May,EM
DB,4,Desert Botanical Garden,Remnant,51,O,DB51O,30,30,28,35,31,55.11,May,EM
DB,4,Desert Botanical Garden,Remnant,52,G,DB52G,33,22,23,21,22,42.84,May,EM
DB,4,Desert Botanical Garden,Remnant,53,O,DB53O,49,24,25,28,32,79.61,May,EM
DB,4,Desert Botanical Garden,Remnant,54,O,DB54O,48,26,23,27,37,80.87,May,EM
DB,4,Desert Botanical Garden,Remnant,55,P,DB55P,34,34,46,31,46,79.57,May,EM
DB,4,Desert Botanical Garden,Remnant,56,Y,DB56Y,38,38,25,31,25,67.21,May,EM
DB,4,Desert Botanical Garden,Remnant,57,G,DB57G,24,20,15,15,27,27.05,May,EM
DB,4,Desert Botanical Garden,Remnant,58,G,DB58G,35,29,28,31,30,61.29,May,EM
DB,4,Desert Botanical Garden,Remnant,59,Y,DB59Y,48,32,35,38,25,93.26,May,EM
DB,4,Desert Botanical Garden,Remnant,60,G,DB60G,35,31,33,27,22,58.65,May,EM
ES,8,Estrella Mountain Regional Park,Desert,1,Y,ES01Y,50,27,16,19,17,58.58,December,EM
ES,8,Estrella Mountain Regional Park,Desert,2,P,ES02P,35,15,13,19,14,31.33,December,EM
ES,8,Estrella Mountain Regional Park,Desert,3,P,ES03P,74,32,28,20,15,105.28,December,EM
ES,8,Estrella Mountain Regional Park,Desert,4,Y,ES04Y,20,12,16,19,13,17.44,December,EM
ES,8,Estrella Mountain Regional Park,Desert,5,O,ES05O,40,18,15,28,24,50.29,December,EM
ES,8,Estrella Mountain Regional Park,Desert,6,O,ES06O,45,24,19,26,30,66.2,December,EM
ES,8,Estrella Mountain Regional Park,Desert,7,B,ES07B,62,21,10,11,18,55.11,December,EM
ES,8,Estrella Mountain Regional Park,Desert,8,B,ES08B,20,13,17,20,13,18.32,December,EM
ES,8,Estrella Mountain Regional Park,Desert,9,Y,ES09Y,47,20,23,13,24,55.71,December,EM
ES,8,Estrella Mountain Regional Park,Desert,10,P,ES10P,41,24,33,14,18,54.04,December,EM
ES,8,Estrella Mountain Regional Park,Desert,11,G,ES11G,50,28,19,25,30,75.96,December,EM
ES,8,Estrella Mountain Regional Park,Desert,12,R,ES12R,54,24,17,20,25,69.06,December,EM
ES,8,Estrella Mountain Regional Park,Desert,13,Y,ES13Y,24,8,6,10,12,12.48,December,EM
ES,8,Estrella Mountain Regional Park,Desert,14,B,ES14B,62,20,28,29,34,103.02,December,EM
ES,8,Estrella Mountain Regional Park,Desert,15,P,ES15P,47,31,25,34,31,84.86,December,EM
ES,8,Estrella Mountain Regional Park,Desert,16,B,ES16B,44,21,17,23,21,53.42,December,EM
ES,8,Estrella Mountain Regional Park,Desert,17,G,ES17G,57,30,32,24,23,92.85,December,EM
ES,8,Estrella Mountain Regional Park,Desert,18,Y,ES18Y,40,22,20,27,15,49.69,December,EM
ES,8,Estrella Mountain Regional Park,Desert,19,B,ES19B,67,21,18,22,15,75.84,December,EM
ES,8,Estrella Mountain Regional Park,Desert,20,Y,ES20Y,63,36,7,13,13,64.57,December,EM
ES,8,Estrella Mountain Regional Park,Desert,21,G,ES21G,48,17,20,19,11,47.53,December,EM
ES,8,Estrella Mountain Regional Park,Desert,22,O,ES22O,47,35,30,28,23,81.3,December,EM
ES,8,Estrella Mountain Regional Park,Desert,23,P,ES23P,38,18,26,15,16,42.03,December,EM
ES,8,Estrella Mountain Regional Park,Desert,24,G,ES24G,55,15,5,10,12,33.95,December,EM
ES,8,Estrella Mountain Regional Park,Desert,25,Y,ES25Y,37,31,22,25,31,59.83,December,EM
ES,8,Estrella Mountain Regional Park,Desert,26,R,ES26R,48,24,25,24,28,72.15,December,EM
ES,8,Estrella Mountain Regional Park,Desert,27,B,ES27B,52,22,24,28,12,66.46,December,EM
ES,8,Estrella Mountain Regional Park,Desert,28,B,ES28B,20,28,29,34,28,34.99,December,EM
ES,8,Estrella Mountain Regional Park,Desert,29,P,ES29P,39,22,15,15,12,36.73,December,EM
ES,8,Estrella Mountain Regional Park,Desert,30,R,ES30R,45,20,16,25,18,52.63,December,EM
ES,8,Estrella Mountain Regional Park,Desert,31,O,ES31O,39,24,26,25,19,54.3,December,EM
ES,8,Estrella Mountain Regional Park,Desert,32,O,ES32O,52,18,30,25,29,79.05,December,EM
ES,8,Estrella Mountain Regional Park,Desert,33,G,ES33G,40,23,34,25,25,63.56,December,EM
ES,8,Estrella Mountain Regional Park,Desert,34,Y,ES34Y,38,19,19,20,13,39.75,December,EM
ES,8,Estrella Mountain Regional Park,Desert,35,G,ES35G,42,16,10,13,15,33.32,December,EM
ES,8,Estrella Mountain Regional Park,Desert,36,G,ES36G,48,30,19,22,35,75.78,December,EM
ES,8,Estrella Mountain Regional Park,Desert,37,B,ES37B,33,14,15,16,18,30.5,December,EM
ES,8,Estrella Mountain Regional Park,Desert,38,O,ES38O,50,20,16,22,16,54.81,December,EM
ES,8,Estrella Mountain Regional Park,Desert,39,R,ES39R,37,19,19,22,35,52.02,December,EM
ES,8,Estrella Mountain Regional Park,Desert,40,P,ES40P,53,18,24,21,20,65.36,December,EM
ES,8,Estrella Mountain Regional Park,Desert,41,R,ES41R,48,27,22,24,31,74.32,December,EM
ES,8,Estrella Mountain Regional Park,Desert,42,Y,ES42Y,53,24,14,18,20,59.75,December,EM
ES,8,Estrella Mountain Regional Park,Desert,43,O,ES43O,35,22,14,17,13,33.95,December,EM
ES,8,Estrella Mountain Regional Park,Desert,44,O,ES44O,51,16,28,24,23,69.01,December,EM
ES,8,Estrella Mountain Regional Park,Desert,45,P,ES45P,54,37,20,26,30,91.16,December,EM
ES,8,Estrella Mountain Regional Park,Desert,46,R,ES46R,45,19,21,15,20,49.92,December,EM
ES,8,Estrella Mountain Regional Park,Desert,47,P,ES47P,46,33,21,20,25,67.7,December,EM
ES,8,Estrella Mountain Regional Park,Desert,48,O,ES48O,33,28,30,25,32,56.24,December,EM
ES,8,Estrella Mountain Regional Park,Desert,49,G,ES49G,46,17,20,22,21,54.51,December,EM
ES,8,Estrella Mountain Regional Park,Desert,50,R,ES50R,53,30,33,29,32,98.31,December,EM
ES,8,Estrella Mountain Regional Park,Desert,51,G,ES51G,42,27,15,20,21,51.59,December,EM
ES,8,Estrella Mountain Regional Park,Desert,52,B,ES52B,50,15,30,20,15,59.33,December,EM
ES,8,Estrella Mountain Regional Park,Desert,53,G,ES53G,55,36,19,33,32,98.73,December,EM
ES,8,Estrella Mountain Regional Park,Desert,54,R,ES54R,52,20,20,15,16,54.69,December,EM
ES,8,Estrella Mountain Regional Park,Desert,55,R,ES55R,58,43,12,20,25,86.58,December,EM
ES,8,Estrella Mountain Regional Park,Desert,56,R,ES56R,53,39,28,34,37,109.6,December,EM
ES,8,Estrella Mountain Regional Park,Desert,57,P,ES57P,26,20,23,19,18,30.51,December,EM
ES,8,Estrella Mountain Regional Park,Desert,58,B,ES58B,43,18,20,25,14,48.95,December,EM
ES,8,Estrella Mountain Regional Park,Desert,59,O,ES59O,46,26,33,30,19,73.96,December,EM
ES,8,Estrella Mountain Regional Park,Desert,60,Y,ES60Y,72,18,43,30,30,130.94,December,EM
ES,8,Estrella Mountain Regional Park,Desert,1,Y,ES01Y,50,42,20,22,20,77.48,January,CB
ES,8,Estrella Mountain Regional Park,Desert,2,P,ES02P,31,24,7,12,11,24.46,January,CB
ES,8,Estrella Mountain Regional Park,Desert,3,P,ES03P,72,41,24,8,21,101.29,January,CB
ES,8,Estrella Mountain Regional Park,Desert,4,Y,ES04Y,20,16,14,13,12,15.96,January,CB
ES,8,Estrella Mountain Regional Park,Desert,5,O,ES05O,38,26,26,15,14,45.45,January,CB
ES,8,Estrella Mountain Regional Park,Desert,6,O,ES06O,41,30,30,25,14,60.22,January,CB
ES,8,Estrella Mountain Regional Park,Desert,7,B,ES07B,62,7,8,10,2,24.46,January,CB
ES,8,Estrella Mountain Regional Park,Desert,8,B,ES08B,20,21,16,15,22,21.58,January,CB
ES,8,Estrella Mountain Regional Park,Desert,9,Y,ES09Y,46,41,33,21,19,78.14,January,CB
ES,8,Estrella Mountain Regional Park,Desert,10,P,ES10P,38,33,29,20,13,53.45,January,CB
ES,8,Estrella Mountain Regional Park,Desert,11,G,ES11G,48,38,31,17,23,77.96,January,CB
ES,8,Estrella Mountain Regional Park,Desert,12,R,ES12R,51,39,16,28,19,77.51,January,CB
ES,8,Estrella Mountain Regional Park,Desert,13,Y,ES13Y,28,17,1,4,8,12.13,January,CB
ES,8,Estrella Mountain Regional Park,Desert,14,B,ES14B,58,34,18,24,21,83.93,January,CB
ES,8,Estrella Mountain Regional Park,Desert,15,P,ES15P,44,29,23,26,26,68.03,January,CB
ES,8,Estrella Mountain Regional Park,Desert,16,B,ES16B,27,25,21,24,22,36.55,January,CB
ES,8,Estrella Mountain Regional Park,Desert,17,G,ES17G,55,54,24,30,51,131.45,January,CB
ES,8,Estrella Mountain Regional Park,Desert,18,Y,ES18Y,40,30,24,17,27,58.12,January,CB
ES,8,Estrella Mountain Regional Park,Desert,19,B,ES19B,61,29,5,23,22,71.71,January,CB
ES,8,Estrella Mountain Regional Park,Desert,20,Y,ES20Y,57,30,36,15,12,79.01,January,CB
ES,8,Estrella Mountain Regional Park,Desert,21,G,ES21G,48,20,12,11,13,39.6,January,CB
ES,8,Estrella Mountain Regional Park,Desert,22,O,ES22O,48,36,25,33,19,80.87,January,CB
ES,8,Estrella Mountain Regional Park,Desert,23,P,ES23P,40,36,16,20,20,54.51,January,CB
ES,8,Estrella Mountain Regional Park,Desert,24,G,ES24G,56,29,7,13,9,48.01,January,CB
ES,8,Estrella Mountain Regional Park,Desert,25,Y,ES25Y,34,28,30,20,25,51.83,January,CB
ES,8,Estrella Mountain Regional Park,Desert,26,R,ES26R,49,28,19,21,19,63.3,January,CB
ES,8,Estrella Mountain Regional Park,Desert,27,B,ES27B,51,33,31,24,30,89.89,January,CB
ES,8,Estrella Mountain Regional Park,Desert,28,B,ES28B,19,37,31,34,28,36.34,January,CB
ES,8,Estrella Mountain Regional Park,Desert,29,P,ES29P,39,17,15,12,5,27.99,January,CB
ES,8,Estrella Mountain Regional Park,Desert,30,R,ES30R,44,32,22,19,23,62.71,January,CB
ES,8,Estrella Mountain Regional Park,Desert,31,O,ES31O,41,24,27,23,17,55.28,January,CB
ES,8,Estrella Mountain Regional Park,Desert,32,O,ES32O,54,36,23,41,37,110.89,January,CB
ES,8,Estrella Mountain Regional Park,Desert,33,G,ES33G,43,42,28,31,19,76.87,January,CB
ES,8,Estrella Mountain Regional Park,Desert,34,Y,ES34Y,43,21,17,24,14,48.31,January,CB
ES,8,Estrella Mountain Regional Park,Desert,35,G,ES35G,48,30,8,6,7,36.01,January,CB
ES,8,Estrella Mountain Regional Park,Desert,36,G,ES36G,45,37,29,25,24,77.1,January,CB
ES,8,Estrella Mountain Regional Park,Desert,37,B,ES37B,29,22,17,13,18,29.76,January,CB
ES,8,Estrella Mountain Regional Park,Desert,38,O,ES38O,48,33,19,24,23,70.69,January,CB
ES,8,Estrella Mountain Regional Park,Desert,39,R,ES39R,34,29,10,18,8,32.45,January,CB
ES,8,Estrella Mountain Regional Park,Desert,40,P,ES40P,54,54,10,44,22,105.13,January,CB
ES,8,Estrella Mountain Regional Park,Desert,41,R,ES41R,45,35,24,25,16,66.88,January,CB
ES,8,Estrella Mountain Regional Park,Desert,42,Y,ES42Y,55,23,17,14,22,62.05,January,CB
ES,8,Estrella Mountain Regional Park,Desert,43,O,ES43O,33,22,7,18,18,31.48,January,CB
ES,8,Estrella Mountain Regional Park,Desert,44,O,ES44O,52,30,20,25,22,75.11,January,CB
ES,8,Estrella Mountain Regional Park,Desert,45,P,ES45P,52,36,22,30,26,88.52,January,CB
ES,8,Estrella Mountain Regional Park,Desert,46,R,ES46R,51,22,22,14,15,55.16,January,CB
ES,8,Estrella Mountain Regional Park,Desert,47,P,ES47P,43,31,31,25,34,77.52,January,CB
ES,8,Estrella Mountain Regional Park,Desert,48,O,ES48O,34,27,26,18,31,51.32,January,CB
ES,8,Estrella Mountain Regional Park,Desert,49,G,ES49G,48,28,23,18,24,66.34,January,CB
ES,8,Estrella Mountain Regional Park,Desert,50,R,ES50R,51,40,24,35,20,90.66,January,CB
ES,8,Estrella Mountain Regional Park,Desert,51,G,ES51G,41,21,22,20,17,48.49,January,CB
ES,8,Estrella Mountain Regional Park,Desert,52,B,ES52B,48,40,30,17,28,82.33,January,CB
ES,8,Estrella Mountain Regional Park,Desert,53,G,ES53G,54,40,23,37,22,98.55,January,CB
ES,8,Estrella Mountain Regional Park,Desert,54,R,ES54R,56,33,2,8,5,39.6,January,CB
ES,8,Estrella Mountain Regional Park,Desert,55,R,ES55R,60,60,12,13,16,90.52,January,CB
ES,8,Estrella Mountain Regional Park,Desert,56,R,ES56R,49,37,32,33,28,95.23,January,CB
ES,8,Estrella Mountain Regional Park,Desert,57,P,ES57P,28,29,14,12,16,29.14,January,CB
ES,8,Estrella Mountain Regional Park,Desert,58,B,ES58B,46,24,14,22,18,53.12,January,CB
ES,8,Estrella Mountain Regional Park,Desert,59,O,ES59O,43,30,21,19,19,56.72,January,CB
ES,8,Estrella Mountain Regional Park,Desert,60,Y,ES60Y,73,36,20,21,23,109.39,January,CB
ES,8,Estrella Mountain Regional Park,Desert,1,Y,ES01Y,57,45,27,23,20,98.05,February,CB
ES,8,Estrella Mountain Regional Park,Desert,2,P,ES02P,31,24,7,12,11,24.46,February,CB
ES,8,Estrella Mountain Regional Park,Desert,3,P,ES03P,72,41,24,8,21,101.29,February,CB
ES,8,Estrella Mountain Regional Park,Desert,4,Y,ES04Y,22,17,13,14,15,18.89,February,CB
ES,8,Estrella Mountain Regional Park,Desert,5,O,ES05O,38,26,26,15,14,45.45,February,CB
ES,8,Estrella Mountain Regional Park,Desert,6,O,ES06O,41,30,30,25,14,60.22,February,CB
ES,8,Estrella Mountain Regional Park,Desert,7,B,ES07B,62,7,8,10,2,24.46,February,CB
ES,8,Estrella Mountain Regional Park,Desert,8,B,ES08B,20,21,16,15,22,21.58,February,CB
ES,8,Estrella Mountain Regional Park,Desert,9,Y,ES09Y,46,41,33,21,19,78.14,February,CB
ES,8,Estrella Mountain Regional Park,Desert,10,P,ES10P,38,33,29,20,13,53.45,February,CB
ES,8,Estrella Mountain Regional Park,Desert,11,G,ES11G,48,38,31,17,23,77.96,February,CB
ES,8,Estrella Mountain Regional Park,Desert,12,R,ES12R,51,39,16,28,19,77.51,February,CB
ES,8,Estrella Mountain Regional Park,Desert,13,Y,ES13Y,28,17,1,4,8,12.13,February,CB
ES,8,Estrella Mountain Regional Park,Desert,14,B,ES14B,58,34,18,24,21,83.93,February,CB
ES,8,Estrella Mountain Regional Park,Desert,15,P,ES15P,44,29,23,26,26,68.03,February,CB
ES,8,Estrella Mountain Regional Park,Desert,16,B,ES16B,27,25,21,24,22,36.55,February,CB
ES,8,Estrella Mountain Regional Park,Desert,17,G,ES17G,55,54,24,30,51,131.45,February,CB
ES,8,Estrella Mountain Regional Park,Desert,18,Y,ES18Y,40,30,24,17,27,58.12,February,CB
ES,8,Estrella Mountain Regional Park,Desert,19,B,ES19B,61,29,5,23,22,71.71,February,CB
ES,8,Estrella Mountain Regional Park,Desert,20,Y,ES20Y,57,30,36,15,12,79.01,February,CB
ES,8,Estrella Mountain Regional Park,Desert,21,G,ES21G,46,14,18,5,10,31.73,February,CB
ES,8,Estrella Mountain Regional Park,Desert,22,O,ES22O,48,36,25,33,19,80.87,February,CB
ES,8,Estrella Mountain Regional Park,Desert,23,P,ES23P,40,36,16,20,20,54.51,February,CB
ES,8,Estrella Mountain Regional Park,Desert,24,G,ES24G,56,29,7,13,9,48.01,February,CB
ES,8,Estrella Mountain Regional Park,Desert,25,Y,ES25Y,34,28,30,20,25,51.83,February,CB
ES,8,Estrella Mountain Regional Park,Desert,26,R,ES26R,49,28,19,21,19,63.3,February,CB
ES,8,Estrella Mountain Regional Park,Desert,27,B,ES27B,51,33,31,24,30,89.89,February,CB
ES,8,Estrella Mountain Regional Park,Desert,28,B,ES28B,27,30,24,23,26,41,February,CB
ES,8,Estrella Mountain Regional Park,Desert,29,P,ES29P,39,17,15,12,5,27.99,February,CB
ES,8,Estrella Mountain Regional Park,Desert,30,R,ES30R,44,32,22,19,23,62.71,February,CB
ES,8,Estrella Mountain Regional Park,Desert,31,O,ES31O,41,24,27,23,17,55.28,February,CB
ES,8,Estrella Mountain Regional Park,Desert,32,O,ES32O,54,36,23,41,37,110.89,February,CB
ES,8,Estrella Mountain Regional Park,Desert,33,G,ES33G,43,42,28,31,19,76.87,February,CB
ES,8,Estrella Mountain Regional Park,Desert,34,Y,ES34Y,43,21,17,24,14,48.31,February,CB
ES,8,Estrella Mountain Regional Park,Desert,35,G,ES35G,48,30,8,6,7,36.01,February,CB
ES,8,Estrella Mountain Regional Park,Desert,36,G,ES36G,45,37,29,25,24,77.1,February,CB
ES,8,Estrella Mountain Regional Park,Desert,37,B,ES37B,29,22,17,13,18,29.76,February,CB
ES,8,Estrella Mountain Regional Park,Desert,38,O,ES38O,48,33,19,24,23,70.69,February,CB
ES,8,Estrella Mountain Regional Park,Desert,39,R,ES39R,34,29,10,18,8,32.45,February,CB
ES,8,Estrella Mountain Regional Park,Desert,40,P,ES40P,55,73,21,32,12,113.81,February,CB
ES,8,Estrella Mountain Regional Park,Desert,41,R,ES41R,45,35,24,25,16,66.88,February,CB
ES,8,Estrella Mountain Regional Park,Desert,42,Y,ES42Y,55,23,17,14,22,62.05,February,CB
ES,8,Estrella Mountain Regional Park,Desert,43,O,ES43O,33,22,7,18,18,31.48,February,CB
ES,8,Estrella Mountain Regional Park,Desert,44,O,ES44O,52,30,20,25,22,75.11,February,CB
ES,8,Estrella Mountain Regional Park,Desert,45,P,ES45P,52,36,22,30,26,88.52,February,CB
ES,8,Estrella Mountain Regional Park,Desert,46,R,ES46R,51,22,22,14,15,55.16,February,CB
ES,8,Estrella Mountain Regional Park,Desert,47,P,ES47P,43,31,31,25,34,77.52,February,CB
ES,8,Estrella Mountain Regional Park,Desert,48,O,ES48O,34,27,26,18,31,51.32,February,CB
ES,8,Estrella Mountain Regional Park,Desert,49,G,ES49G,48,28,23,18,24,66.34,February,CB
ES,8,Estrella Mountain Regional Park,Desert,50,R,ES50R,51,40,24,35,20,90.66,February,CB
ES,8,Estrella Mountain Regional Park,Desert,51,G,ES51G,41,21,22,20,17,48.49,February,CB
ES,8,Estrella Mountain Regional Park,Desert,52,B,ES52B,48,40,30,17,28,82.33,February,CB
ES,8,Estrella Mountain Regional Park,Desert,53,G,ES53G,54,40,23,37,22,98.55,February,CB
ES,8,Estrella Mountain Regional Park,Desert,54,R,ES54R,56,33,2,8,5,39.6,February,CB
ES,8,Estrella Mountain Regional Park,Desert,55,R,ES55R,60,60,12,13,16,90.52,February,CB
ES,8,Estrella Mountain Regional Park,Desert,56,R,ES56R,49,37,32,33,28,95.23,February,CB
ES,8,Estrella Mountain Regional Park,Desert,57,P,ES57P,28,29,14,12,16,29.14,February,CB
ES,8,Estrella Mountain Regional Park,Desert,58,B,ES58B,46,24,14,22,18,53.12,February,CB
ES,8,Estrella Mountain Regional Park,Desert,59,O,ES59O,43,30,21,19,19,56.72,February,CB
ES,8,Estrella Mountain Regional Park,Desert,60,Y,ES60Y,43,10,12,14,10,28.99,February,CB
ES,8,Estrella Mountain Regional Park,Desert,1,Y,ES01Y,50,46,25,32,50,114.73,March,CB
ES,8,Estrella Mountain Regional Park,Desert,2,P,ES02P,38,25,35,31,31,68.94,March,CB
ES,8,Estrella Mountain Regional Park,Desert,3,P,ES03P,25,24,28,27,20,36.41,March,CB
ES,8,Estrella Mountain Regional Park,Desert,4,Y,ES04Y,26,27,15,30,18,34.39,March,CB
ES,8,Estrella Mountain Regional Park,Desert,5,O,ES05O,20,24,22,26,31,30.21,March,CB
ES,8,Estrella Mountain Regional Park,Desert,6,O,ES06O,31,31,22,25,27,48.11,March,CB
ES,8,Estrella Mountain Regional Park,Desert,7,B,ES07B,24,22,25,23,21,32.06,March,CB
ES,8,Estrella Mountain Regional Park,Desert,8,B,ES08B,30,31,30,32,30,54.66,March,CB
ES,8,Estrella Mountain Regional Park,Desert,9,Y,ES09Y,23,30,28,28,26,37.92,March,CB
ES,8,Estrella Mountain Regional Park,Desert,10,P,ES10P,25,31,33,25,32,44.66,March,CB
ES,8,Estrella Mountain Regional Park,Desert,11,G,ES11G,21,31,28,32,28,36.77,March,CB
ES,8,Estrella Mountain Regional Park,Desert,12,R,ES12R,40,31,32,32,29,73.84,March,CB
ES,8,Estrella Mountain Regional Park,Desert,13,Y,ES13Y,53,32,22,25,24,81.4,March,CB
ES,8,Estrella Mountain Regional Park,Desert,14,B,ES14B,33,33,38,35,33,68.2,March,CB
ES,8,Estrella Mountain Regional Park,Desert,15,P,ES15P,23,21,25,22,25,31.39,March,CB
ES,8,Estrella Mountain Regional Park,Desert,16,B,ES16B,26,23,28,29,26,40.62,March,CB
ES,8,Estrella Mountain Regional Park,Desert,17,G,ES17G,34,33,32,30,34,65.16,March,CB
ES,8,Estrella Mountain Regional Park,Desert,18,Y,ES18Y,32,31,34,34,30,61.26,March,CB
ES,8,Estrella Mountain Regional Park,Desert,19,B,ES19B,31,30,37,35,22,56.98,March,CB
ES,8,Estrella Mountain Regional Park,Desert,20,Y,ES20Y,43,31,32,27,32,78.17,March,CB
ES,8,Estrella Mountain Regional Park,Desert,21,G,ES21G,42,21,17,16,20,45.9,March,CB
ES,8,Estrella Mountain Regional Park,Desert,22,O,ES22O,33,32,34,28,31,61.22,March,CB
ES,8,Estrella Mountain Regional Park,Desert,23,P,ES23P,24,25,27,23,23,34.57,March,CB
ES,8,Estrella Mountain Regional Park,Desert,24,G,ES24G,13,21,23,22,23,16.8,March,CB
ES,8,Estrella Mountain Regional Park,Desert,25,Y,ES25Y,35,27,32,28,20,55.49,March,CB
ES,8,Estrella Mountain Regional Park,Desert,26,R,ES26R,20,24,26,19,25,27.53,March,CB
ES,8,Estrella Mountain Regional Park,Desert,27,B,ES27B,45,28,38,31,32,86.65,March,CB
ES,8,Estrella Mountain Regional Park,Desert,28,B,ES28B,23,32,30,30,37,43.79,March,CB
ES,8,Estrella Mountain Regional Park,Desert,29,P,ES29P,27,30,29,28,28,45.86,March,CB
ES,8,Estrella Mountain Regional Park,Desert,30,R,ES30R,26,30,26,27,35,45.3,March,CB
ES,8,Estrella Mountain Regional Park,Desert,31,O,ES31O,25,31,33,25,29,43.53,March,CB
ES,8,Estrella Mountain Regional Park,Desert,32,O,ES32O,37,22,17,23,28,49.24,March,CB
ES,8,Estrella Mountain Regional Park,Desert,33,G,ES33G,28,35,23,31,35,51.38,March,CB
ES,8,Estrella Mountain Regional Park,Desert,34,Y,ES34Y,29,33,31,29,31,53.24,March,CB
ES,8,Estrella Mountain Regional Park,Desert,35,G,ES35G,26,18,24,18,21,30.9,March,CB
ES,8,Estrella Mountain Regional Park,Desert,36,G,ES36G,34,26,21,29,23,49.78,March,CB
ES,8,Estrella Mountain Regional Park,Desert,37,B,ES37B,32,26,26,34,27,53.54,March,CB
ES,8,Estrella Mountain Regional Park,Desert,38,O,ES38O,34,28,20,25,21,47.23,March,CB
ES,8,Estrella Mountain Regional Park,Desert,39,R,ES39R,29,31,30,35,22,50.62,March,CB
ES,8,Estrella Mountain Regional Park,Desert,40,P,ES40P,60,66,56,80,26,207.19,March,CB
ES,8,Estrella Mountain Regional Park,Desert,41,R,ES41R,32,24,19,23,24,42.48,March,CB
ES,8,Estrella Mountain Regional Park,Desert,42,Y,ES42Y,34,26,26,22,28,51.32,March,CB
ES,8,Estrella Mountain Regional Park,Desert,43,O,ES43O,30,25,28,33,22,47.89,March,CB
ES,8,Estrella Mountain Regional Park,Desert,44,O,ES44O,27,24,21,20,23,34.93,March,CB
